next,productId,year,month,units,avg,count,max,min,prev
1185,21024,2021,4,712,712,1,712,712,2201
5620,21025,2021,2,78,78,1,78,78,9162
280,21025,2021,3,5620,1873,3,4865,109,78
3678,21025,2021,6,280,140,2,231,49,5620
1254,21025,2021,7,3678,919,4,3277,39,280
5053,21025,2021,8,1254,250,5,770,88,3678
1106,21026,2021,2,3093,3093,1,3093,3093,5264
2029,21026,2021,3,1106,553,2,1085,21,3093
433,21026,2021,5,2029,1014,2,1844,185,1106
108,20739,2021,3,3407,567,6,1265,56,1394
3050,20743,2021,2,7034,7034,1,7034,7034,15404
6,20743,2021,3,3050,1016,3,2046,193,7034
27502,20743,2021,4,6,6,1,6,6,3050
823,20743,2021,5,27502,4583,6,12443,232,6
24191,20743,2021,6,823,411,2,667,156,27502
21154,20743,2021,7,24191,4031,6,12192,39,823
1988,20751,2021,4,10046,10046,1,10046,10046,83
2683,20751,2021,5,1988,1988,1,1988,1988,10046
5256,20751,2021,6,2683,894,3,1817,88,1988
6441,20751,2021,7,5256,2628,2,4755,501,2683
11448,20752,2021,3,8286,2762,3,5264,814,9265
8086,20760,2021,6,8,8,1,8,8,4464
25,20785,2021,4,2913,1456,2,1910,1003,3049
2643,20785,2021,5,25,12,2,17,8,2913
4127,20813,2021,2,3938,984,4,2246,3,407
8230,20813,2021,3,4127,687,6,2244,24,3938
1266,20813,2021,5,8230,2743,3,5589,954,4127
8367,20813,2021,6,1266,1266,1,1266,1266,8230
712,20813,2021,7,8367,4183,2,7808,559,1266
43400,20842,2021,2,13940,6970,2,8002,5938,19868
43179,20842,2021,5,43400,21700,2,26840,16560,13940
10896,20904,2021,3,9771,3257,3,6145,1660,2719
8289,20905,2021,3,15,15,1,15,15,75
5194,20905,2021,4,8289,4144,2,8040,249,15
1604,20905,2021,5,5194,1298,4,2832,92,8289
8213,20905,2021,6,1604,401,4,705,90,5194
14543,20905,2021,7,8213,1368,6,7975,7,1604
22567,20905,2021,8,14543,1615,9,8191,46,8213
3440,20912,2021,3,2956,985,3,1585,458,573
2942,20912,2021,4,3440,1720,2,2497,943,2956
6147,20912,2021,6,2942,1471,2,2373,569,3440
14264,20913,2021,2,40484,13494,3,20256,-28,5097
2990,20913,2021,3,14264,3566,4,6039,32,40484
10980,20913,2021,4,2990,1495,2,2990,0,14264
26518,20913,2021,5,10980,10980,1,10980,10980,2990
52207,20913,2021,7,26518,8839,3,26392,13,10980
13385,20913,2021,8,52207,4350,12,18200,20,26518
101,20922,2021,3,236,118,2,152,84,4097
71,20922,2021,5,101,101,1,101,101,236
187,20922,2021,6,71,71,1,71,71,101
2363,20923,2021,4,3444,3444,1,3444,3444,33
652,20923,2021,5,2363,2363,1,2363,2363,3444
87,20923,2021,8,652,217,3,305,43,2363
93,20924,2021,3,1610,1610,1,1610,1610,14818
2538,20924,2021,6,93,93,1,93,93,1610
190,20924,2021,7,2538,846,3,2306,93,93
12804,20929,2021,3,734,244,3,638,27,6339
208,20929,2021,4,12804,2134,6,5491,47,734
4034,20929,2021,5,208,104,2,187,21,12804
1588,20929,2021,6,4034,806,5,2808,47,208
2403,20929,2021,7,1588,794,2,842,746,4034
4093,20929,2021,8,2403,600,4,1850,34,1588
3245,20932,2021,4,242,242,1,242,242,52
1007,20932,2021,6,3245,405,8,797,131,242
1938,20932,2021,7,1007,251,4,483,131,3245
1216,20932,2021,8,1938,1938,1,1938,1938,1007
5990,20933,2021,4,9461,3153,3,4592,2165,11
1634,20933,2021,6,5990,5990,1,5990,5990,9461
1362,20933,2021,8,1634,1634,1,1634,1634,5990
2963,20935,2021,2,753,753,1,753,753,758
6771,20935,2021,4,2963,987,3,1132,753,753
4135,20935,2021,6,6771,2257,3,5269,35,2963
5869,20942,2021,6,1438,719,2,1437,1,3194
1159,20994,2021,4,15405,7702,2,8239,7166,12056
860,20994,2021,5,1159,386,3,710,195,15405
1068,21005,2021,3,14026,14026,1,14026,14026,15
829,21005,2021,4,1068,1068,1,1068,1068,14026
12162,21005,2021,5,829,414,2,585,244,1068
69,21027,2021,2,3775,1887,2,3165,610,947
10227,21027,2021,3,69,69,1,69,69,3775
4,21027,2021,4,10227,2556,4,5355,20,69
7853,21027,2021,5,4,4,1,4,4,10227
2237,21027,2021,6,7853,1570,5,4673,18,4
4401,21027,2021,7,2237,1118,2,2034,203,7853
4659,21028,2021,2,3690,1845,2,2545,1145,905
2847,21028,2021,3,4659,1553,3,2853,59,3690
4445,21028,2021,4,2847,711,4,1141,114,4659
9692,21028,2021,5,4445,1481,3,2740,568,2847
2201,21028,2021,6,9692,1938,5,4340,228,4445
950,21028,2021,7,2201,733,3,1595,228,9692
1257,21028,2021,8,950,475,2,571,379,2201
1087,21029,2021,3,16836,2806,6,13716,135,136
15465,21029,2021,5,1087,1087,1,1087,1087,16836
555,21029,2021,6,15465,2577,6,5166,42,1087
1088,21029,2021,7,555,277,2,544,11,15465
3536,21029,2021,8,1088,544,2,544,544,555
94,21032,2021,3,4855,1213,4,2961,269,4776
126,21026,2021,8,433,216,2,325,108,2029
1168,21031,2021,2,12525,6262,2,11788,737,829
5374,21031,2021,3,1168,584,2,1113,55,12525
675,21031,2021,4,5374,2687,2,4694,680,1168
6519,21031,2021,5,675,675,1,675,675,5374
1287,21031,2021,6,6519,1303,5,5162,29,675
738,21031,2021,8,1287,643,2,1103,184,6519
144,21033,2021,2,816,816,1,816,816,5991
538,21033,2021,3,144,144,1,144,144,816
243,21033,2021,4,538,538,1,538,538,144
381,21034,2021,2,2448,2448,1,2448,2448,917
1522,21036,2021,4,4176,835,5,2794,21,9426
3672,21036,2021,5,1522,507,3,1186,29,4176
3954,21036,2021,6,3672,612,6,1697,10,1522
15229,21036,2021,7,3954,1977,2,2816,1138,3672
1133,21036,2021,8,15229,3807,4,7406,18,3954
493,21074,2021,3,2444,2444,1,2444,2444,2450
826,21074,2021,4,493,493,1,493,493,2444
377,21074,2021,5,826,413,2,724,102,493
7216,21074,2021,6,377,188,2,365,12,826
9730,21077,2021,2,1214,404,3,1024,95,375
10656,21077,2021,4,9730,9730,1,9730,9730,1214
491,21077,2021,5,10656,2664,4,8264,100,9730
4,21079,2021,2,1017,1017,1,1017,1017,552
31170,21087,2021,6,6669,3334,2,6409,260,12840
8225,21087,2021,7,31170,7792,4,12213,4383,6669
4674,21135,2021,2,7677,1535,5,3040,20,17
12377,21135,2021,3,4674,1168,4,1784,22,7677
4034,21135,2021,4,12377,4125,3,9274,1548,4674
5117,21135,2021,5,4034,4034,1,4034,4034,12377
20240,21152,2021,6,43090,8618,5,21554,1600,20000
936,21159,2021,3,3274,1637,2,2495,779,3
779,21159,2021,4,936,936,1,936,936,3274
1411,21165,2021,2,1169,389,3,893,60,688
51,21165,2021,3,1411,470,3,642,193,1169
1884,21167,2021,2,183,183,1,183,183,2271
459,21167,2021,3,1884,1884,1,1884,1884,183
1391,21167,2021,4,459,459,1,459,459,1884
7638,21172,2021,3,596,298,2,388,208,5288
3897,21172,2021,4,7638,1909,4,4528,19,596
76,21172,2021,5,3897,1948,2,3860,37,7638
241,21172,2021,6,76,76,1,76,76,3897
4322,21204,2021,6,6,6,1,6,6,2573
2903,21204,2021,7,4322,2161,2,4317,5,6
5879,21239,2021,4,447,447,1,447,447,581
1062,21239,2021,5,5879,2939,2,4643,1236,447
2308,21256,2021,5,1509,754,2,1167,342,1268
3137,21264,2021,4,4140,4140,1,4140,4140,3092
8326,21264,2021,5,3137,1568,2,2065,1072,4140
16374,21264,2021,6,8326,4163,2,8250,76,3137
549,21264,2021,7,16374,1488,11,8232,76,8326
2025,21264,2021,8,549,274,2,302,247,16374
1215,21266,2021,2,2687,1343,2,1953,734,1953
366,21266,2021,3,1215,607,2,920,295,2687
142,21266,2021,4,366,366,1,366,366,1215
4,21266,2021,5,142,142,1,142,142,366
25464,21266,2021,6,4,4,1,4,4,142
9937,21266,2021,7,25464,6366,4,9868,67,4
1049,21267,2021,2,6159,2053,3,3093,1049,15851
8390,21267,2021,3,1049,1049,1,1049,1049,6159
10892,21267,2021,5,8390,8390,1,8390,8390,1049
5489,21272,2021,5,17084,4271,4,11142,688,20611
795,21272,2021,6,5489,1097,5,4232,24,17084
3105,21273,2021,4,31489,3148,10,14446,0,7936
531,21273,2021,5,3105,1552,2,2162,943,31489
5066,21274,2021,2,7535,7535,1,7535,7535,1300
3349,21274,2021,4,5066,5066,1,5066,5066,7535
894,21274,2021,5,3349,558,6,2338,0,5066
7654,21275,2021,5,53,53,1,53,53,16454
2620,21275,2021,7,7654,2551,3,4108,938,53
2138,21295,2021,2,4046,1348,3,3036,22,9125
4307,21295,2021,3,2138,712,3,1177,93,4046
97,21295,2021,4,4307,2153,2,2792,1515,2138
1529,21295,2021,5,97,32,3,50,7,4307
577,21295,2021,7,1529,1529,1,1529,1529,97
3453,21312,2021,6,3202,1067,3,2086,381,5260
10972,21312,2021,7,3453,690,5,1554,44,3202
734,21312,2021,8,10972,1219,9,3126,332,3453
1367,21319,2021,5,907,453,2,867,40,5188
773,21355,2021,2,9,9,1,9,9,3561
5115,21355,2021,3,773,386,2,711,62,9
2555,21355,2021,6,5115,5115,1,5115,5115,773
1112,21355,2021,7,2555,2555,1,2555,2555,5115
6416,21388,2021,3,30272,10090,3,27440,12,16177
3142,21410,2021,2,7059,1764,4,5271,92,1032
3325,21410,2021,3,3142,628,5,1225,26,7059
2092,21410,2021,4,3325,3325,1,3325,3325,3142
604,21410,2021,6,2092,697,3,1034,32,3325
41,21032,2021,4,94,94,1,94,94,4855
11753,21032,2021,5,41,41,1,41,41,94
390,21032,2021,6,11753,2938,4,5052,423,41
3197,21035,2021,2,4464,1488,3,3472,400,1328
4340,21035,2021,3,3197,639,5,1699,28,4464
1121,21035,2021,4,4340,1446,3,2591,20,3197
597,21035,2021,5,1121,1121,1,1121,1121,4340
4463,21035,2021,6,597,298,2,445,152,1121
198,21035,2021,7,4463,1487,3,3477,70,597
6455,21052,2021,6,1074,537,2,754,320,13866
3368,21073,2021,3,2774,693,4,1100,33,22681
3378,21073,2021,4,3368,1684,2,2248,1120,2774
11206,21073,2021,5,3378,3378,1,3378,3378,3368
5050,21073,2021,6,11206,5603,2,5606,5600,3378
24,21078,2021,2,4056,2028,2,3259,797,5896
4640,21084,2021,6,7920,7920,1,7920,7920,14780
6,21092,2021,3,29,29,1,29,29,1564
381,21092,2021,5,6,6,1,6,6,29
5285,21169,2021,2,1788,894,2,1010,778,1320
2193,21169,2021,3,5285,2642,2,3205,2080,1788
97,21169,2021,4,2193,2193,1,2193,2193,5285
3110,21212,2021,2,4884,2442,2,3050,1834,9131
806,21212,2021,4,3110,3110,1,3110,3110,4884
377,21212,2021,5,806,403,2,420,386,3110
4948,21212,2021,6,377,377,1,377,377,806
108,21212,2021,7,4948,2474,2,3109,1839,377
295,21225,2021,3,295,295,1,295,295,391
1,21225,2021,4,295,295,1,295,295,295
27,21252,2021,3,6,6,1,6,6,6
18200,21263,2021,5,269,269,1,269,269,978
1540,21263,2021,6,18200,4550,4,16528,253,269
5798,21268,2021,6,3199,1599,2,2582,617,724
5918,21269,2021,3,4247,849,5,2249,118,2205
21714,21269,2021,6,5918,2959,2,2959,2959,4247
10540,21269,2021,7,21714,7238,3,20122,412,5918
10108,21271,2021,2,94,94,1,94,94,100
5276,21271,2021,5,10108,5054,2,8314,1794,94
74,21271,2021,6,5276,1758,3,2367,748,10108
26375,21276,2021,5,3306,3306,1,3306,3306,5378
3368,21278,2021,4,3937,1968,2,3527,410,443
3417,21278,2021,5,3368,1684,2,3257,111,3937
519,21278,2021,6,3417,1139,3,2863,113,3368
5167,21279,2021,5,3086,3086,1,3086,3086,21126
357,21279,2021,6,5167,1722,3,2579,34,3086
10249,21289,2021,2,7727,3863,2,5730,1997,9290
22,21306,2021,3,54,54,1,54,54,12
20,21306,2021,4,22,22,1,22,22,54
2365,21315,2021,3,997,332,3,439,243,3315
695,21315,2021,4,2365,1182,2,1275,1090,997
52,21318,2021,2,2830,1415,2,2661,169,1512
1,21332,2021,3,521,521,1,521,521,114
3512,21349,2021,2,995,995,1,995,995,1734
563,21349,2021,3,3512,1756,2,2250,1262,995
10,21349,2021,5,563,563,1,563,563,3512
6577,21385,2021,8,9005,1801,5,6485,96,6401
2072,21438,2021,4,655,655,1,655,655,4626
1686,21438,2021,5,2072,1036,2,2030,42,655
3205,21438,2021,6,1686,1686,1,1686,1686,2072
1265,21448,2021,2,5714,1904,3,4463,624,6281
20,21448,2021,3,1265,1265,1,1265,1265,5714
9990,21449,2021,2,21245,3035,7,9700,151,14002
2830,21449,2021,3,9990,768,13,2749,21,21245
2871,21449,2021,4,2830,566,5,796,119,9990
445,21449,2021,5,2871,1435,2,2567,304,2830
5093,21457,2021,6,1311,655,2,684,627,494
17,21462,2021,7,4086,4086,1,4086,4086,27417
234,21467,2021,3,280,280,1,280,280,1590
7,21467,2021,5,234,234,1,234,234,280
1230,21468,2021,3,10190,2547,4,6727,195,1176
977,21468,2021,4,1230,1230,1,1230,1230,10190
2043,21468,2021,5,977,977,1,977,977,1230
16535,21469,2021,6,14557,1617,9,9888,11,9993
12132,21478,2021,2,2272,2272,1,2272,2272,2050
76,21478,2021,3,12132,1733,7,3940,226,2272
17326,21478,2021,4,76,76,1,76,76,12132
912,21478,2021,5,17326,8663,2,17288,38,76
1482,21478,2021,6,912,456,2,875,37,17326
9496,21478,2021,7,1482,494,3,836,76,912
4387,21485,2021,5,15980,15980,1,15980,15980,9904
28569,21485,2021,7,4387,4387,1,4387,4387,15980
52502,21503,2021,2,20697,20697,1,20697,20697,11893
13642,21503,2021,3,52502,5250,10,16875,88,20697
25385,21503,2021,4,13642,2273,6,6050,30,52502
26792,21503,2021,6,25385,5077,5,20254,7,13642
2777,21503,2021,7,26792,3349,8,13450,530,25385
8269,21503,2021,8,2777,1388,2,1688,1089,26792
29212,21505,2021,2,5493,5493,1,5493,5493,7891
5451,21505,2021,3,29212,7303,4,22250,1581,5493
5374,21410,2021,7,604,604,1,604,604,2092
5621,21411,2021,2,6042,3021,2,3963,2079,2123
1629,21411,2021,3,5621,1873,3,4180,3,6042
5680,21411,2021,4,1629,814,2,1615,14,5621
1651,21411,2021,5,5680,5680,1,5680,5680,1629
926,21411,2021,6,1651,825,2,1634,17,5680
493,21411,2021,7,926,463,2,915,11,1651
74,21411,2021,8,493,493,1,493,493,926
4191,21412,2021,2,2007,2007,1,2007,2007,35
3938,21412,2021,3,4191,2095,2,4180,11,2007
4160,21412,2021,4,3938,3938,1,3938,3938,4191
5,21412,2021,5,4160,4160,1,4160,4160,3938
54,21412,2021,6,5,5,1,5,5,4160
5898,21413,2021,3,1107,553,2,883,224,5313
890,21413,2021,4,5898,2949,2,5868,30,1107
3157,21413,2021,5,890,445,2,879,11,5898
3530,21413,2021,6,3157,631,5,2660,7,890
71,21413,2021,7,3530,3530,1,3530,3530,3157
844,21419,2021,5,1339,446,3,1314,10,5249
2562,21419,2021,6,844,281,3,576,21,1339
742,21419,2021,7,2562,2562,1,2562,2562,844
459,21419,2021,8,742,742,1,742,742,2562
3900,21463,2021,6,18049,9024,2,17770,279,2539
1016,21464,2021,6,6129,1021,6,4127,133,345
4058,21465,2021,6,2888,962,3,2064,331,3046
10150,21476,2021,2,30,15,2,16,14,540
41608,21476,2021,3,10150,10150,1,10150,10150,30
1006,21476,2021,5,41608,4160,10,15858,114,10150
14408,21501,2021,3,71089,8886,8,31802,433,1929
12688,21501,2021,4,14408,2058,7,11140,185,71089
35173,21501,2021,5,12688,2537,5,9781,209,14408
4052,21501,2021,6,35173,5862,6,24158,375,12688
31077,21501,2021,7,4052,1350,3,2024,246,35173
182,21501,2021,8,31077,7769,4,26393,268,4052
9888,21502,2021,3,55153,9192,6,16970,398,8139
22287,21502,2021,4,9888,4944,2,9860,28,55153
17819,21502,2021,6,22287,11143,2,15187,7100,9888
3939,21502,2021,7,17819,3563,5,7960,993,22287
3129,21502,2021,8,3939,3939,1,3939,3939,17819
4727,21504,2021,2,9902,3300,3,5428,849,7601
17984,21504,2021,4,4727,4727,1,4727,4727,9902
22180,21504,2021,6,17984,3596,5,6855,95,4727
25267,21504,2021,7,22180,7393,3,11582,4250,17984
151999,21507,2021,2,10935,2733,4,3407,1111,14096
41191,21507,2021,3,151999,11692,13,29842,523,10935
37505,21507,2021,4,41191,4119,10,12003,22,151999
19481,21507,2021,5,37505,7501,5,14243,3322,41191
49021,21507,2021,6,19481,3896,5,7065,1084,37505
64825,21507,2021,7,49021,12255,4,15973,10651,19481
4458,21507,2021,8,64825,16206,4,54759,330,49021
17184,21509,2021,2,5255,1751,3,2713,492,9295
21191,21509,2021,3,17184,3436,5,4858,1037,5255
25197,21509,2021,4,21191,4238,5,7455,1971,17184
10114,21509,2021,7,25197,5039,5,11394,1883,21191
13559,21510,2021,2,11780,5890,2,6831,4949,17734
6426,21510,2021,4,13559,2711,5,5746,273,11780
383,21510,2021,5,6426,3213,2,6208,218,13559
4351,21510,2021,6,383,191,2,219,164,6426
7194,21510,2021,7,4351,4351,1,4351,4351,383
13578,21511,2021,2,52152,6519,8,15832,1003,6631
4090,21511,2021,3,13578,4526,3,8258,288,52152
7531,21511,2021,4,4090,2045,2,3804,286,13578
15722,21511,2021,5,7531,2510,3,2561,2416,4090
3544,21511,2021,6,15722,3930,4,8168,16,7531
2911,21511,2021,7,3544,1181,3,2456,487,15722
1863,21516,2021,2,12199,4066,3,6020,159,4161
7392,21516,2021,3,1863,621,3,931,104,12199
2634,21516,2021,8,7392,2464,3,4639,383,1863
4366,21517,2021,2,14016,7008,2,9140,4876,13044
2270,21517,2021,3,4366,1091,4,1954,158,14016
1058,21517,2021,4,2270,1135,2,1954,316,4366
5770,21517,2021,5,1058,529,2,530,528,2270
4071,21517,2021,6,5770,2885,2,5510,260,1058
43,21517,2021,7,4071,2035,2,2420,1651,5770
23325,21518,2021,2,18736,6245,3,7208,5183,14091
6081,21518,2021,3,23325,4665,5,7386,302,18736
9660,21520,2021,2,1386,1386,1,1386,1386,14492
5844,21520,2021,3,9660,3220,3,4753,154,1386
485,21520,2021,4,5844,2922,2,5456,388,9660
6289,21520,2021,6,485,485,1,485,485,5844
5125,21520,2021,8,6289,2096,3,5169,24,485
1990,21521,2021,2,4423,2211,2,3463,960,1920
2536,21521,2021,8,1990,663,3,1031,20,4423
1617,21527,2021,2,15816,5272,3,15230,71,187
399,21527,2021,3,1617,323,5,693,26,15816
2338,21527,2021,4,399,399,1,399,399,1617
348,21527,2021,5,2338,1169,2,1798,540,399
54,21527,2021,6,348,174,2,339,9,2338
45015,21505,2021,4,5451,5451,1,5451,5451,29212
27089,21505,2021,7,45015,9003,5,28742,1014,5451
31688,21506,2021,2,14863,4954,3,11235,1814,9957
5941,21506,2021,3,31688,15844,2,25229,6459,14863
15273,21506,2021,4,5941,2970,2,3782,2159,31688
8301,21506,2021,5,15273,5091,3,8311,3212,5941
3139,21506,2021,6,8301,2767,3,5068,84,15273
10745,21506,2021,7,3139,3139,1,3139,3139,8301
18704,21508,2021,3,9934,3311,3,7354,668,14622
3647,21508,2021,4,18704,3740,5,5607,1197,9934
6569,21508,2021,5,3647,3647,1,3647,3647,18704
8510,21508,2021,6,6569,3284,2,4995,1574,3647
35877,21508,2021,7,8510,4255,2,4869,3641,6569
10359,21512,2021,2,11955,3985,3,4084,3787,6620
10324,21512,2021,7,10359,10359,1,10359,10359,11955
7793,21513,2021,5,1534,1534,1,1534,1534,2580
3163,21513,2021,7,7793,3896,2,5181,2612,1534
2008,21514,2021,2,1092,1092,1,1092,1092,4199
7618,21514,2021,3,2008,502,4,1004,262,1092
2670,21514,2021,7,7618,3809,2,4942,2676,2008
13185,21515,2021,2,22132,5533,4,7606,2548,2501
2768,21515,2021,3,13185,2637,5,4931,1031,22132
582,21515,2021,4,2768,1384,2,2499,269,13185
10761,21515,2021,5,582,582,1,582,582,2768
1035,21515,2021,6,10761,3587,3,10198,23,582
12507,21515,2021,7,1035,1035,1,1035,1035,10761
5306,21519,2021,2,4633,4633,1,4633,4633,7696
5076,21519,2021,8,5306,2653,2,5084,222,4633
210,21523,2021,5,75,75,1,75,75,5253
5225,21523,2021,7,210,70,3,123,25,75
3197,21524,2021,2,4636,1159,4,2968,75,36
3056,21524,2021,3,3197,639,5,2703,15,4636
3623,21524,2021,4,3056,764,4,1493,302,3197
10797,21524,2021,5,3623,905,4,1929,76,3056
5485,21524,2021,6,10797,5398,2,10766,31,3623
5256,21524,2021,7,5485,1097,5,3069,15,10797
4664,21525,2021,2,2050,683,3,1795,36,861
2277,21525,2021,3,4664,518,9,2123,9,2050
7161,21525,2021,4,2277,284,8,1396,36,4664
2159,21525,2021,5,7161,1432,5,2983,73,2277
5913,21525,2021,6,2159,539,4,1976,7,7161
2765,21525,2021,7,5913,1182,5,3689,60,2159
2559,21525,2021,8,2765,395,7,1222,31,5913
1363,21526,2021,2,15405,5135,3,14992,195,158
109,21526,2021,3,1363,454,3,1309,10,15405
654,21526,2021,4,109,109,1,109,109,1363
279,21526,2021,5,654,654,1,654,654,109
59,21526,2021,6,279,139,2,239,40,654
803,21526,2021,7,59,59,1,59,59,279
1105,21526,2021,8,803,133,6,416,10,59
429,21531,2021,3,476,238,2,397,79,104
368,21532,2021,3,1983,991,2,1557,426,3512
838,21532,2021,4,368,122,3,184,92,1983
138,21532,2021,6,838,419,2,739,99,368
7,21538,2021,3,55,55,1,55,55,3118
30,21542,2021,3,317,105,3,230,8,724
1570,21550,2021,3,3448,1724,2,3222,226,2024
3139,21550,2021,4,1570,392,4,664,76,3448
15,21550,2021,5,3139,1569,2,2052,1087,1570
140,21550,2021,6,15,15,1,15,15,3139
3931,21550,2021,8,140,35,4,67,15,15
10204,21551,2021,2,7850,2616,3,4816,90,4300
9196,21551,2021,3,10204,1275,8,4843,18,7850
5002,21551,2021,4,9196,1021,9,5056,16,10204
2621,21551,2021,5,5002,1000,5,2352,458,9196
1357,21551,2021,6,2621,655,4,1189,74,5002
794,21551,2021,7,1357,452,3,952,37,2621
14,21551,2021,8,794,264,3,772,4,1357
20636,21552,2021,3,2610,1305,2,2502,108,2423
1213,21552,2021,4,20636,2579,8,4937,22,2610
1473,21552,2021,5,1213,1213,1,1213,1213,20636
66,21552,2021,6,1473,736,2,1019,454,1213
3062,21552,2021,7,66,66,1,66,66,1473
100,21552,2021,8,3062,1531,2,2455,607,66
1976,21557,2021,2,2636,2636,1,2636,2636,6975
19,21557,2021,4,1976,1976,1,1976,1976,2636
1054,21558,2021,2,593,593,1,593,593,239
1386,21560,2021,2,2773,554,5,1001,77,10998
20,21560,2021,3,1386,462,3,1078,154,2773
26,21562,2021,3,19,19,1,19,19,114
314,21568,2021,2,379,189,2,314,65,1594
155,21568,2021,3,314,314,1,314,314,379
7606,21573,2021,5,3974,3974,1,3974,3974,1878
8398,21573,2021,6,7606,1901,4,5192,22,3974
115,21586,2021,3,2602,1301,2,2024,578,1040
580,21586,2021,4,115,115,1,115,115,2602
2,21623,2021,3,5373,1791,3,2660,102,1378
1049,21623,2021,6,2,2,1,2,2,5373
26,21527,2021,7,54,54,1,54,54,348
980,21528,2021,2,11210,11210,1,11210,11210,700
316,21528,2021,3,980,245,4,622,31,11210
6232,21528,2021,4,316,316,1,316,316,980
2413,21528,2021,5,6232,3116,2,4126,2106,316
3937,21528,2021,6,2413,804,3,2096,150,6232
360,21528,2021,7,3937,1312,3,3799,60,2413
113,21528,2021,8,360,72,5,194,21,3937
584,21529,2021,2,2556,511,5,1719,81,447
149,21529,2021,3,584,146,4,343,35,2556
1884,21535,2021,2,5148,1287,4,2540,5,323
6892,21535,2021,3,1884,942,2,1401,483,5148
244,21535,2021,4,6892,1378,5,4960,120,1884
106,21535,2021,5,244,244,1,244,244,6892
410,21535,2021,6,106,53,2,84,22,244
163,21544,2021,2,2280,2280,1,2280,2280,1304
12,21544,2021,3,163,163,1,163,163,2280
163,21544,2021,6,12,12,1,12,12,163
3247,21547,2021,2,200,100,2,191,9,835
1140,21549,2021,2,4520,1506,3,4242,89,296
2288,21549,2021,3,1140,1140,1,1140,1140,4520
3428,21549,2021,4,2288,1144,2,2154,134,1140
11572,21553,2021,2,4948,4948,1,4948,4948,7011
19631,21553,2021,3,11572,3857,3,7456,1497,4948
1435,21553,2021,4,19631,2804,7,8284,729,11572
12252,21554,2021,3,6711,1342,5,3385,208,17684
355,21554,2021,4,12252,3063,4,7742,30,6711
117,21554,2021,5,355,355,1,355,355,12252
5971,21554,2021,6,117,39,3,59,28,355
13426,21554,2021,7,5971,1990,3,2567,1254,117
324,21564,2021,2,641,641,1,641,641,6358
323,21564,2021,4,324,108,3,157,10,641
1284,21566,2021,2,3208,802,4,1072,427,858
11326,21580,2021,5,2001,1000,2,1924,77,1505
736,21580,2021,6,11326,1618,7,4092,90,2001
4064,21595,2021,4,1678,419,4,1268,15,5981
499,21595,2021,5,4064,1354,3,3983,7,1678
125,21595,2021,6,499,499,1,499,499,4064
2952,21595,2021,7,125,125,1,125,125,499
1912,21595,2021,8,2952,1476,2,2034,918,125
6180,21653,2021,6,10500,10500,1,10500,10500,15660
20129,21663,2021,2,16456,4114,4,8678,910,7400
6962,21663,2021,4,20129,6709,3,11708,4067,16456
12018,21663,2021,5,6962,2320,3,3212,680,20129
2779,21701,2021,3,9658,2414,4,4825,893,108
36,21701,2021,6,2779,397,7,982,24,9658
5794,21703,2021,6,11968,2992,4,9768,60,6970
409,21703,2021,7,5794,1931,3,3660,102,11968
6033,21727,2021,3,6001,6001,1,6001,6001,1929
3939,21727,2021,4,6033,6033,1,6033,6033,6001
316,21733,2021,2,207,207,1,207,207,2543
39,21733,2021,3,316,105,3,224,26,207
5431,21744,2021,3,15340,15340,1,15340,15340,15638
17445,21750,2021,7,7461,3730,2,6973,488,6169
1363,21760,2021,4,8401,1400,6,6223,146,86003
25267,21760,2021,5,1363,340,4,642,78,8401
264,21760,2021,6,25267,12633,2,25130,137,1363
55170,21760,2021,7,264,264,1,264,264,25267
653,21760,2021,8,55170,9195,6,36296,98,264
2254,21765,2021,2,1154,577,2,1126,28,4470
721,21768,2021,4,1788,596,3,887,36,2145
1303,21779,2021,4,1448,482,3,908,75,75
17266,21785,2021,6,79,79,1,79,79,11
62,21805,2021,2,3614,3614,1,3614,3614,4391
3194,21810,2021,2,9515,2378,4,6166,5,5748
3177,21810,2021,3,3194,3194,1,3194,3194,9515
4716,21810,2021,4,3177,3177,1,3177,3177,3194
1564,21810,2021,5,4716,1572,3,2961,369,3177
92,21810,2021,6,1564,782,2,920,644,4716
169,21810,2021,7,92,92,1,92,92,1564
93,21810,2021,8,169,42,4,93,9,92
4477,21815,2021,4,477,238,2,279,198,4163
4036,21815,2021,5,4477,4477,1,4477,4477,477
4010,21818,2021,2,4867,1622,3,1961,954,8112
151,21818,2021,3,4010,2005,2,2049,1961,4867
836,21818,2021,4,151,151,1,151,151,4010
5457,21818,2021,5,836,836,1,836,836,151
34093,21818,2021,7,5457,1364,4,3145,208,836
3045,21824,2021,3,7846,1961,4,5281,659,20270
9509,21824,2021,4,3045,3045,1,3045,3045,7846
4829,21824,2021,5,9509,3169,3,5641,760,3045
10696,21825,2021,2,19711,2190,9,5445,4,27854
126,21825,2021,3,10696,3565,3,10318,151,19711
21060,21825,2021,4,126,126,1,126,126,10696
32226,21825,2021,5,21060,2632,8,6490,46,126
4707,21825,2021,6,32226,5371,6,26844,77,21060
10243,21825,2021,7,4707,941,5,2574,165,32226
227,21825,2021,8,10243,1707,6,2840,45,4707
27820,21652,2021,3,4600,4600,1,4600,4600,44340
4960,21652,2021,6,27820,13910,2,15720,12100,4600
22100,21652,2021,7,4960,4960,1,4960,4960,27820
309,21654,2021,3,8992,4496,2,4500,4492,248
