date;next;productId;units;avg;count;max;min;prev
2021-4;1185;21024;712;712;1;712;712;2201
2021-2;5620;21025;78;78;1;78;78;9162
2021-3;280;21025;5620;1873;3;4865;109;78
2021-6;3678;21025;280;140;2;231;49;5620
2021-7;1254;21025;3678;919;4;3277;39;280
2021-8;5053;21025;1254;250;5;770;88;3678
2021-2;1106;21026;3093;3093;1;3093;3093;5264
2021-3;2029;21026;1106;553;2;1085;21;3093
2021-5;433;21026;2029;1014;2;1844;185;1106
2021-3;108;20739;3407;567;6;1265;56;1394
2021-2;3050;20743;7034;7034;1;7034;7034;15404
2021-3;6;20743;3050;1016;3;2046;193;7034
2021-4;27502;20743;6;6;1;6;6;3050
2021-5;823;20743;27502;4583;6;12443;232;6
2021-6;24191;20743;823;411;2;667;156;27502
2021-7;21154;20743;24191;4031;6;12192;39;823
2021-4;1988;20751;10046;10046;1;10046;10046;83
2021-5;2683;20751;1988;1988;1;1988;1988;10046
2021-6;5256;20751;2683;894;3;1817;88;1988
2021-7;6441;20751;5256;2628;2;4755;501;2683
2021-3;11448;20752;8286;2762;3;5264;814;9265
2021-6;8086;20760;8;8;1;8;8;4464
2021-4;25;20785;2913;1456;2;1910;1003;3049
2021-5;2643;20785;25;12;2;17;8;2913
2021-2;4127;20813;3938;984;4;2246;3;407
2021-3;8230;20813;4127;687;6;2244;24;3938
2021-5;1266;20813;8230;2743;3;5589;954;4127
2021-6;8367;20813;1266;1266;1;1266;1266;8230
2021-7;712;20813;8367;4183;2;7808;559;1266
2021-2;43400;20842;13940;6970;2;8002;5938;19868
2021-5;43179;20842;43400;21700;2;26840;16560;13940
2021-3;10896;20904;9771;3257;3;6145;1660;2719
2021-3;8289;20905;15;15;1;15;15;75
2021-4;5194;20905;8289;4144;2;8040;249;15
2021-5;1604;20905;5194;1298;4;2832;92;8289
2021-6;8213;20905;1604;401;4;705;90;5194
2021-7;14543;20905;8213;1368;6;7975;7;1604
2021-8;22567;20905;14543;1615;9;8191;46;8213
2021-3;3440;20912;2956;985;3;1585;458;573
2021-4;2942;20912;3440;1720;2;2497;943;2956
2021-6;6147;20912;2942;1471;2;2373;569;3440
2021-2;14264;20913;40484;13494;3;20256;-28;5097
2021-3;2990;20913;14264;3566;4;6039;32;40484
2021-4;10980;20913;2990;1495;2;2990;0;14264
2021-5;26518;20913;10980;10980;1;10980;10980;2990
2021-7;52207;20913;26518;8839;3;26392;13;10980
2021-8;13385;20913;52207;4350;12;18200;20;26518
2021-3;101;20922;236;118;2;152;84;4097
2021-5;71;20922;101;101;1;101;101;236
2021-6;187;20922;71;71;1;71;71;101
2021-4;2363;20923;3444;3444;1;3444;3444;33
2021-5;652;20923;2363;2363;1;2363;2363;3444
2021-8;87;20923;652;217;3;305;43;2363
2021-3;93;20924;1610;1610;1;1610;1610;14818
2021-6;2538;20924;93;93;1;93;93;1610
2021-7;190;20924;2538;846;3;2306;93;93
2021-3;12804;20929;734;244;3;638;27;6339
2021-4;208;20929;12804;2134;6;5491;47;734
2021-5;4034;20929;208;104;2;187;21;12804
2021-6;1588;20929;4034;806;5;2808;47;208
2021-7;2403;20929;1588;794;2;842;746;4034
2021-8;4093;20929;2403;600;4;1850;34;1588
2021-4;3245;20932;242;242;1;242;242;52
2021-6;1007;20932;3245;405;8;797;131;242
2021-7;1938;20932;1007;251;4;483;131;3245
2021-8;1216;20932;1938;1938;1;1938;1938;1007
2021-4;5990;20933;9461;3153;3;4592;2165;11
2021-6;1634;20933;5990;5990;1;5990;5990;9461
2021-8;1362;20933;1634;1634;1;1634;1634;5990
2021-2;2963;20935;753;753;1;753;753;758
2021-4;6771;20935;2963;987;3;1132;753;753
2021-6;4135;20935;6771;2257;3;5269;35;2963
2021-6;5869;20942;1438;719;2;1437;1;3194
2021-4;1159;20994;15405;7702;2;8239;7166;12056
2021-5;860;20994;1159;386;3;710;195;15405
2021-3;1068;21005;14026;14026;1;14026;14026;15
2021-4;829;21005;1068;1068;1;1068;1068;14026
2021-5;12162;21005;829;414;2;585;244;1068
2021-2;69;21027;3775;1887;2;3165;610;947
2021-3;10227;21027;69;69;1;69;69;3775
2021-4;4;21027;10227;2556;4;5355;20;69
2021-5;7853;21027;4;4;1;4;4;10227
2021-6;2237;21027;7853;1570;5;4673;18;4
2021-7;4401;21027;2237;1118;2;2034;203;7853
2021-2;4659;21028;3690;1845;2;2545;1145;905
2021-3;2847;21028;4659;1553;3;2853;59;3690
2021-4;4445;21028;2847;711;4;1141;114;4659
2021-5;9692;21028;4445;1481;3;2740;568;2847
2021-6;2201;21028;9692;1938;5;4340;228;4445
2021-7;950;21028;2201;733;3;1595;228;9692
2021-8;1257;21028;950;475;2;571;379;2201
2021-3;1087;21029;16836;2806;6;13716;135;136
2021-5;15465;21029;1087;1087;1;1087;1087;16836
2021-6;555;21029;15465;2577;6;5166;42;1087
2021-7;1088;21029;555;277;2;544;11;15465
2021-8;3536;21029;1088;544;2;544;544;555
2021-3;94;21032;4855;1213;4;2961;269;4776
2021-8;126;21026;433;216;2;325;108;2029
2021-2;1168;21031;12525;6262;2;11788;737;829
2021-3;5374;21031;1168;584;2;1113;55;12525
2021-4;675;21031;5374;2687;2;4694;680;1168
2021-5;6519;21031;675;675;1;675;675;5374
2021-6;1287;21031;6519;1303;5;5162;29;675
2021-8;738;21031;1287;643;2;1103;184;6519
2021-2;144;21033;816;816;1;816;816;5991
2021-3;538;21033;144;144;1;144;144;816
2021-4;243;21033;538;538;1;538;538;144
2021-2;381;21034;2448;2448;1;2448;2448;917
2021-4;1522;21036;4176;835;5;2794;21;9426
2021-5;3672;21036;1522;507;3;1186;29;4176
2021-6;3954;21036;3672;612;6;1697;10;1522
2021-7;15229;21036;3954;1977;2;2816;1138;3672
2021-8;1133;21036;15229;3807;4;7406;18;3954
2021-3;493;21074;2444;2444;1;2444;2444;2450
2021-4;826;21074;493;493;1;493;493;2444
2021-5;377;21074;826;413;2;724;102;493
2021-6;7216;21074;377;188;2;365;12;826
2021-2;9730;21077;1214;404;3;1024;95;375
2021-4;10656;21077;9730;9730;1;9730;9730;1214
2021-5;491;21077;10656;2664;4;8264;100;9730
2021-2;4;21079;1017;1017;1;1017;1017;552
2021-6;31170;21087;6669;3334;2;6409;260;12840
2021-7;8225;21087;31170;7792;4;12213;4383;6669
2021-2;4674;21135;7677;1535;5;3040;20;17
2021-3;12377;21135;4674;1168;4;1784;22;7677
2021-4;4034;21135;12377;4125;3;9274;1548;4674
2021-5;5117;21135;4034;4034;1;4034;4034;12377
2021-6;20240;21152;43090;8618;5;21554;1600;20000
2021-3;936;21159;3274;1637;2;2495;779;3
2021-4;779;21159;936;936;1;936;936;3274
2021-2;1411;21165;1169;389;3;893;60;688
2021-3;51;21165;1411;470;3;642;193;1169
2021-2;1884;21167;183;183;1;183;183;2271
2021-3;459;21167;1884;1884;1;1884;1884;183
2021-4;1391;21167;459;459;1;459;459;1884
2021-3;7638;21172;596;298;2;388;208;5288
2021-4;3897;21172;7638;1909;4;4528;19;596
2021-5;76;21172;3897;1948;2;3860;37;7638
2021-6;241;21172;76;76;1;76;76;3897
2021-6;4322;21204;6;6;1;6;6;2573
2021-7;2903;21204;4322;2161;2;4317;5;6
2021-4;5879;21239;447;447;1;447;447;581
2021-5;1062;21239;5879;2939;2;4643;1236;447
2021-5;2308;21256;1509;754;2;1167;342;1268
2021-4;3137;21264;4140;4140;1;4140;4140;3092
2021-5;8326;21264;3137;1568;2;2065;1072;4140
2021-6;16374;21264;8326;4163;2;8250;76;3137
2021-7;549;21264;16374;1488;11;8232;76;8326
2021-8;2025;21264;549;274;2;302;247;16374
2021-2;1215;21266;2687;1343;2;1953;734;1953
2021-3;366;21266;1215;607;2;920;295;2687
2021-4;142;21266;366;366;1;366;366;1215
2021-5;4;21266;142;142;1;142;142;366
2021-6;25464;21266;4;4;1;4;4;142
2021-7;9937;21266;25464;6366;4;9868;67;4
2021-2;1049;21267;6159;2053;3;3093;1049;15851
2021-3;8390;21267;1049;1049;1;1049;1049;6159
2021-5;10892;21267;8390;8390;1;8390;8390;1049
2021-5;5489;21272;17084;4271;4;11142;688;20611
2021-6;795;21272;5489;1097;5;4232;24;17084
2021-4;3105;21273;31489;3148;10;14446;0;7936
2021-5;531;21273;3105;1552;2;2162;943;31489
2021-2;5066;21274;7535;7535;1;7535;7535;1300
2021-4;3349;21274;5066;5066;1;5066;5066;7535
2021-5;894;21274;3349;558;6;2338;0;5066
2021-5;7654;21275;53;53;1;53;53;16454
2021-7;2620;21275;7654;2551;3;4108;938;53
2021-2;2138;21295;4046;1348;3;3036;22;9125
2021-3;4307;21295;2138;712;3;1177;93;4046
2021-4;97;21295;4307;2153;2;2792;1515;2138
2021-5;1529;21295;97;32;3;50;7;4307
2021-7;577;21295;1529;1529;1;1529;1529;97
2021-6;3453;21312;3202;1067;3;2086;381;5260
2021-7;10972;21312;3453;690;5;1554;44;3202
2021-8;734;21312;10972;1219;9;3126;332;3453
2021-5;1367;21319;907;453;2;867;40;5188
2021-2;773;21355;9;9;1;9;9;3561
2021-3;5115;21355;773;386;2;711;62;9
2021-6;2555;21355;5115;5115;1;5115;5115;773
2021-7;1112;21355;2555;2555;1;2555;2555;5115
2021-3;6416;21388;30272;10090;3;27440;12;16177
2021-2;3142;21410;7059;1764;4;5271;92;1032
2021-3;3325;21410;3142;628;5;1225;26;7059
2021-4;2092;21410;3325;3325;1;3325;3325;3142
2021-6;604;21410;2092;697;3;1034;32;3325
2021-4;41;21032;94;94;1;94;94;4855
2021-5;11753;21032;41;41;1;41;41;94
2021-6;390;21032;11753;2938;4;5052;423;41
2021-2;3197;21035;4464;1488;3;3472;400;1328
2021-3;4340;21035;3197;639;5;1699;28;4464
2021-4;1121;21035;4340;1446;3;2591;20;3197
2021-5;597;21035;1121;1121;1;1121;1121;4340
2021-6;4463;21035;597;298;2;445;152;1121
2021-7;198;21035;4463;1487;3;3477;70;597
2021-6;6455;21052;1074;537;2;754;320;13866
2021-3;3368;21073;2774;693;4;1100;33;22681
2021-4;3378;21073;3368;1684;2;2248;1120;2774
2021-5;11206;21073;3378;3378;1;3378;3378;3368
2021-6;5050;21073;11206;5603;2;5606;5600;3378
2021-2;24;21078;4056;2028;2;3259;797;5896
2021-6;4640;21084;7920;7920;1;7920;7920;14780
2021-3;6;21092;29;29;1;29;29;1564
2021-5;381;21092;6;6;1;6;6;29
2021-2;5285;21169;1788;894;2;1010;778;1320
2021-3;2193;21169;5285;2642;2;3205;2080;1788
2021-4;97;21169;2193;2193;1;2193;2193;5285
2021-2;3110;21212;4884;2442;2;3050;1834;9131
2021-4;806;21212;3110;3110;1;3110;3110;4884
2021-5;377;21212;806;403;2;420;386;3110
2021-6;4948;21212;377;377;1;377;377;806
2021-7;108;21212;4948;2474;2;3109;1839;377
2021-3;295;21225;295;295;1;295;295;391
2021-4;1;21225;295;295;1;295;295;295
2021-3;27;21252;6;6;1;6;6;6
2021-5;18200;21263;269;269;1;269;269;978
2021-6;1540;21263;18200;4550;4;16528;253;269
2021-6;5798;21268;3199;1599;2;2582;617;724
2021-3;5918;21269;4247;849;5;2249;118;2205
2021-6;21714;21269;5918;2959;2;2959;2959;4247
2021-7;10540;21269;21714;7238;3;20122;412;5918
2021-2;10108;21271;94;94;1;94;94;100
2021-5;5276;21271;10108;5054;2;8314;1794;94
2021-6;74;21271;5276;1758;3;2367;748;10108
2021-5;26375;21276;3306;3306;1;3306;3306;5378
2021-4;3368;21278;3937;1968;2;3527;410;443
2021-5;3417;21278;3368;1684;2;3257;111;3937
2021-6;519;21278;3417;1139;3;2863;113;3368
2021-5;5167;21279;3086;3086;1;3086;3086;21126
2021-6;357;21279;5167;1722;3;2579;34;3086
2021-2;10249;21289;7727;3863;2;5730;1997;9290
2021-3;22;21306;54;54;1;54;54;12
2021-4;20;21306;22;22;1;22;22;54
2021-3;2365;21315;997;332;3;439;243;3315
2021-4;695;21315;2365;1182;2;1275;1090;997
2021-2;52;21318;2830;1415;2;2661;169;1512
2021-3;1;21332;521;521;1;521;521;114
2021-2;3512;21349;995;995;1;995;995;1734
2021-3;563;21349;3512;1756;2;2250;1262;995
2021-5;10;21349;563;563;1;563;563;3512
2021-8;6577;21385;9005;1801;5;6485;96;6401
2021-4;2072;21438;655;655;1;655;655;4626
2021-5;1686;21438;2072;1036;2;2030;42;655
2021-6;3205;21438;1686;1686;1;1686;1686;2072
2021-2;1265;21448;5714;1904;3;4463;624;6281
2021-3;20;21448;1265;1265;1;1265;1265;5714
2021-2;9990;21449;21245;3035;7;9700;151;14002
2021-3;2830;21449;9990;768;13;2749;21;21245
2021-4;2871;21449;2830;566;5;796;119;9990
2021-5;445;21449;2871;1435;2;2567;304;2830
2021-6;5093;21457;1311;655;2;684;627;494
2021-7;17;21462;4086;4086;1;4086;4086;27417
2021-3;234;21467;280;280;1;280;280;1590
2021-5;7;21467;234;234;1;234;234;280
2021-3;1230;21468;10190;2547;4;6727;195;1176
2021-4;977;21468;1230;1230;1;1230;1230;10190
2021-5;2043;21468;977;977;1;977;977;1230
2021-6;16535;21469;14557;1617;9;9888;11;9993
2021-2;12132;21478;2272;2272;1;2272;2272;2050
2021-3;76;21478;12132;1733;7;3940;226;2272
2021-4;17326;21478;76;76;1;76;76;12132
2021-5;912;21478;17326;8663;2;17288;38;76
2021-6;1482;21478;912;456;2;875;37;17326
2021-7;9496;21478;1482;494;3;836;76;912
2021-5;4387;21485;15980;15980;1;15980;15980;9904
2021-7;28569;21485;4387;4387;1;4387;4387;15980
2021-2;52502;21503;20697;20697;1;20697;20697;11893
2021-3;13642;21503;52502;5250;10;16875;88;20697
2021-4;25385;21503;13642;2273;6;6050;30;52502
2021-6;26792;21503;25385;5077;5;20254;7;13642
2021-7;2777;21503;26792;3349;8;13450;530;25385
2021-8;8269;21503;2777;1388;2;1688;1089;26792
2021-2;29212;21505;5493;5493;1;5493;5493;7891
2021-3;5451;21505;29212;7303;4;22250;1581;5493
2021-7;5374;21410;604;604;1;604;604;2092
2021-2;5621;21411;6042;3021;2;3963;2079;2123
2021-3;1629;21411;5621;1873;3;4180;3;6042
2021-4;5680;21411;1629;814;2;1615;14;5621
2021-5;1651;21411;5680;5680;1;5680;5680;1629
2021-6;926;21411;1651;825;2;1634;17;5680
2021-7;493;21411;926;463;2;915;11;1651
2021-8;74;21411;493;493;1;493;493;926
2021-2;4191;21412;2007;2007;1;2007;2007;35
2021-3;3938;21412;4191;2095;2;4180;11;2007
2021-4;4160;21412;3938;3938;1;3938;3938;4191
2021-5;5;21412;4160;4160;1;4160;4160;3938
2021-6;54;21412;5;5;1;5;5;4160
2021-3;5898;21413;1107;553;2;883;224;5313
2021-4;890;21413;5898;2949;2;5868;30;1107
2021-5;3157;21413;890;445;2;879;11;5898
2021-6;3530;21413;3157;631;5;2660;7;890
2021-7;71;21413;3530;3530;1;3530;3530;3157
2021-5;844;21419;1339;446;3;1314;10;5249
2021-6;2562;21419;844;281;3;576;21;1339
2021-7;742;21419;2562;2562;1;2562;2562;844
2021-8;459;21419;742;742;1;742;742;2562
2021-6;3900;21463;18049;9024;2;17770;279;2539
2021-6;1016;21464;6129;1021;6;4127;133;345
2021-6;4058;21465;2888;962;3;2064;331;3046
2021-2;10150;21476;30;15;2;16;14;540
2021-3;41608;21476;10150;10150;1;10150;10150;30
2021-5;1006;21476;41608;4160;10;15858;114;10150
2021-3;14408;21501;71089;8886;8;31802;433;1929
2021-4;12688;21501;14408;2058;7;11140;185;71089
2021-5;35173;21501;12688;2537;5;9781;209;14408
2021-6;4052;21501;35173;5862;6;24158;375;12688
2021-7;31077;21501;4052;1350;3;2024;246;35173
2021-8;182;21501;31077;7769;4;26393;268;4052
2021-3;9888;21502;55153;9192;6;16970;398;8139
2021-4;22287;21502;9888;4944;2;9860;28;55153
2021-6;17819;21502;22287;11143;2;15187;7100;9888
2021-7;3939;21502;17819;3563;5;7960;993;22287
2021-8;3129;21502;3939;3939;1;3939;3939;17819
2021-2;4727;21504;9902;3300;3;5428;849;7601
2021-4;17984;21504;4727;4727;1;4727;4727;9902
2021-6;22180;21504;17984;3596;5;6855;95;4727
2021-7;25267;21504;22180;7393;3;11582;4250;17984
2021-2;151999;21507;10935;2733;4;3407;1111;14096
2021-3;41191;21507;151999;11692;13;29842;523;10935
2021-4;37505;21507;41191;4119;10;12003;22;151999
2021-5;19481;21507;37505;7501;5;14243;3322;41191
2021-6;49021;21507;19481;3896;5;7065;1084;37505
2021-7;64825;21507;49021;12255;4;15973;10651;19481
2021-8;4458;21507;64825;16206;4;54759;330;49021
2021-2;17184;21509;5255;1751;3;2713;492;9295
2021-3;21191;21509;17184;3436;5;4858;1037;5255
2021-4;25197;21509;21191;4238;5;7455;1971;17184
2021-7;10114;21509;25197;5039;5;11394;1883;21191
2021-2;13559;21510;11780;5890;2;6831;4949;17734
2021-4;6426;21510;13559;2711;5;5746;273;11780
2021-5;383;21510;6426;3213;2;6208;218;13559
2021-6;4351;21510;383;191;2;219;164;6426
2021-7;7194;21510;4351;4351;1;4351;4351;383
2021-2;13578;21511;52152;6519;8;15832;1003;6631
2021-3;4090;21511;13578;4526;3;8258;288;52152
2021-4;7531;21511;4090;2045;2;3804;286;13578
2021-5;15722;21511;7531;2510;3;2561;2416;4090
2021-6;3544;21511;15722;3930;4;8168;16;7531
2021-7;2911;21511;3544;1181;3;2456;487;15722
2021-2;1863;21516;12199;4066;3;6020;159;4161
2021-3;7392;21516;1863;621;3;931;104;12199
2021-8;2634;21516;7392;2464;3;4639;383;1863
2021-2;4366;21517;14016;7008;2;9140;4876;13044
2021-3;2270;21517;4366;1091;4;1954;158;14016
2021-4;1058;21517;2270;1135;2;1954;316;4366
2021-5;5770;21517;1058;529;2;530;528;2270
2021-6;4071;21517;5770;2885;2;5510;260;1058
2021-7;43;21517;4071;2035;2;2420;1651;5770
2021-2;23325;21518;18736;6245;3;7208;5183;14091
2021-3;6081;21518;23325;4665;5;7386;302;18736
2021-2;9660;21520;1386;1386;1;1386;1386;14492
2021-3;5844;21520;9660;3220;3;4753;154;1386
2021-4;485;21520;5844;2922;2;5456;388;9660
2021-6;6289;21520;485;485;1;485;485;5844
2021-8;5125;21520;6289;2096;3;5169;24;485
2021-2;1990;21521;4423;2211;2;3463;960;1920
2021-8;2536;21521;1990;663;3;1031;20;4423
2021-2;1617;21527;15816;5272;3;15230;71;187
2021-3;399;21527;1617;323;5;693;26;15816
2021-4;2338;21527;399;399;1;399;399;1617
2021-5;348;21527;2338;1169;2;1798;540;399
2021-6;54;21527;348;174;2;339;9;2338
2021-4;45015;21505;5451;5451;1;5451;5451;29212
2021-7;27089;21505;45015;9003;5;28742;1014;5451
2021-2;31688;21506;14863;4954;3;11235;1814;9957
2021-3;5941;21506;31688;15844;2;25229;6459;14863
2021-4;15273;21506;5941;2970;2;3782;2159;31688
2021-5;8301;21506;15273;5091;3;8311;3212;5941
2021-6;3139;21506;8301;2767;3;5068;84;15273
2021-7;10745;21506;3139;3139;1;3139;3139;8301
2021-3;18704;21508;9934;3311;3;7354;668;14622
2021-4;3647;21508;18704;3740;5;5607;1197;9934
2021-5;6569;21508;3647;3647;1;3647;3647;18704
2021-6;8510;21508;6569;3284;2;4995;1574;3647
2021-7;35877;21508;8510;4255;2;4869;3641;6569
2021-2;10359;21512;11955;3985;3;4084;3787;6620
2021-7;10324;21512;10359;10359;1;10359;10359;11955
2021-5;7793;21513;1534;1534;1;1534;1534;2580
2021-7;3163;21513;7793;3896;2;5181;2612;1534
2021-2;2008;21514;1092;1092;1;1092;1092;4199
2021-3;7618;21514;2008;502;4;1004;262;1092
2021-7;2670;21514;7618;3809;2;4942;2676;2008
2021-2;13185;21515;22132;5533;4;7606;2548;2501
2021-3;2768;21515;13185;2637;5;4931;1031;22132
2021-4;582;21515;2768;1384;2;2499;269;13185
2021-5;10761;21515;582;582;1;582;582;2768
2021-6;1035;21515;10761;3587;3;10198;23;582
2021-7;12507;21515;1035;1035;1;1035;1035;10761
2021-2;5306;21519;4633;4633;1;4633;4633;7696
2021-8;5076;21519;5306;2653;2;5084;222;4633
2021-5;210;21523;75;75;1;75;75;5253
2021-7;5225;21523;210;70;3;123;25;75
2021-2;3197;21524;4636;1159;4;2968;75;36
2021-3;3056;21524;3197;639;5;2703;15;4636
2021-4;3623;21524;3056;764;4;1493;302;3197
2021-5;10797;21524;3623;905;4;1929;76;3056
2021-6;5485;21524;10797;5398;2;10766;31;3623
2021-7;5256;21524;5485;1097;5;3069;15;10797
2021-2;4664;21525;2050;683;3;1795;36;861
2021-3;2277;21525;4664;518;9;2123;9;2050
2021-4;7161;21525;2277;284;8;1396;36;4664
2021-5;2159;21525;7161;1432;5;2983;73;2277
2021-6;5913;21525;2159;539;4;1976;7;7161
2021-7;2765;21525;5913;1182;5;3689;60;2159
2021-8;2559;21525;2765;395;7;1222;31;5913
2021-2;1363;21526;15405;5135;3;14992;195;158
2021-3;109;21526;1363;454;3;1309;10;15405
2021-4;654;21526;109;109;1;109;109;1363
2021-5;279;21526;654;654;1;654;654;109
2021-6;59;21526;279;139;2;239;40;654
2021-7;803;21526;59;59;1;59;59;279
2021-8;1105;21526;803;133;6;416;10;59
2021-3;429;21531;476;238;2;397;79;104
2021-3;368;21532;1983;991;2;1557;426;3512
2021-4;838;21532;368;122;3;184;92;1983
2021-6;138;21532;838;419;2;739;99;368
2021-3;7;21538;55;55;1;55;55;3118
2021-3;30;21542;317;105;3;230;8;724
2021-3;1570;21550;3448;1724;2;3222;226;2024
2021-4;3139;21550;1570;392;4;664;76;3448
2021-5;15;21550;3139;1569;2;2052;1087;1570
2021-6;140;21550;15;15;1;15;15;3139
2021-8;3931;21550;140;35;4;67;15;15
2021-2;10204;21551;7850;2616;3;4816;90;4300
2021-3;9196;21551;10204;1275;8;4843;18;7850
2021-4;5002;21551;9196;1021;9;5056;16;10204
2021-5;2621;21551;5002;1000;5;2352;458;9196
2021-6;1357;21551;2621;655;4;1189;74;5002
2021-7;794;21551;1357;452;3;952;37;2621
2021-8;14;21551;794;264;3;772;4;1357
2021-3;20636;21552;2610;1305;2;2502;108;2423
2021-4;1213;21552;20636;2579;8;4937;22;2610
2021-5;1473;21552;1213;1213;1;1213;1213;20636
2021-6;66;21552;1473;736;2;1019;454;1213
2021-7;3062;21552;66;66;1;66;66;1473
2021-8;100;21552;3062;1531;2;2455;607;66
2021-2;1976;21557;2636;2636;1;2636;2636;6975
2021-4;19;21557;1976;1976;1;1976;1976;2636
2021-2;1054;21558;593;593;1;593;593;239
2021-2;1386;21560;2773;554;5;1001;77;10998
2021-3;20;21560;1386;462;3;1078;154;2773
2021-3;26;21562;19;19;1;19;19;114
2021-2;314;21568;379;189;2;314;65;1594
2021-3;155;21568;314;314;1;314;314;379
2021-5;7606;21573;3974;3974;1;3974;3974;1878
2021-6;8398;21573;7606;1901;4;5192;22;3974
2021-3;115;21586;2602;1301;2;2024;578;1040
2021-4;580;21586;115;115;1;115;115;2602
2021-3;2;21623;5373;1791;3;2660;102;1378
2021-6;1049;21623;2;2;1;2;2;5373
2021-7;26;21527;54;54;1;54;54;348
2021-2;980;21528;11210;11210;1;11210;11210;700
2021-3;316;21528;980;245;4;622;31;11210
2021-4;6232;21528;316;316;1;316;316;980
2021-5;2413;21528;6232;3116;2;4126;2106;316
2021-6;3937;21528;2413;804;3;2096;150;6232
2021-7;360;21528;3937;1312;3;3799;60;2413
2021-8;113;21528;360;72;5;194;21;3937
2021-2;584;21529;2556;511;5;1719;81;447
2021-3;149;21529;584;146;4;343;35;2556
2021-2;1884;21535;5148;1287;4;2540;5;323
2021-3;6892;21535;1884;942;2;1401;483;5148
2021-4;244;21535;6892;1378;5;4960;120;1884
2021-5;106;21535;244;244;1;244;244;6892
2021-6;410;21535;106;53;2;84;22;244
2021-2;163;21544;2280;2280;1;2280;2280;1304
2021-3;12;21544;163;163;1;163;163;2280
2021-6;163;21544;12;12;1;12;12;163
2021-2;3247;21547;200;100;2;191;9;835
2021-2;1140;21549;4520;1506;3;4242;89;296
2021-3;2288;21549;1140;1140;1;1140;1140;4520
2021-4;3428;21549;2288;1144;2;2154;134;1140
2021-2;11572;21553;4948;4948;1;4948;4948;7011
2021-3;19631;21553;11572;3857;3;7456;1497;4948
2021-4;1435;21553;19631;2804;7;8284;729;11572
2021-3;12252;21554;6711;1342;5;3385;208;17684
2021-4;355;21554;12252;3063;4;7742;30;6711
2021-5;117;21554;355;355;1;355;355;12252
2021-6;5971;21554;117;39;3;59;28;355
2021-7;13426;21554;5971;1990;3;2567;1254;117
2021-2;324;21564;641;641;1;641;641;6358
2021-4;323;21564;324;108;3;157;10;641
2021-2;1284;21566;3208;802;4;1072;427;858
2021-5;11326;21580;2001;1000;2;1924;77;1505
2021-6;736;21580;11326;1618;7;4092;90;2001
2021-4;4064;21595;1678;419;4;1268;15;5981
2021-5;499;21595;4064;1354;3;3983;7;1678
2021-6;125;21595;499;499;1;499;499;4064
2021-7;2952;21595;125;125;1;125;125;499
2021-8;1912;21595;2952;1476;2;2034;918;125
2021-6;6180;21653;10500;10500;1;10500;10500;15660
2021-2;20129;21663;16456;4114;4;8678;910;7400
2021-4;6962;21663;20129;6709;3;11708;4067;16456
2021-5;12018;21663;6962;2320;3;3212;680;20129
2021-3;2779;21701;9658;2414;4;4825;893;108
2021-6;36;21701;2779;397;7;982;24;9658
2021-6;5794;21703;11968;2992;4;9768;60;6970
2021-7;409;21703;5794;1931;3;3660;102;11968
2021-3;6033;21727;6001;6001;1;6001;6001;1929
2021-4;3939;21727;6033;6033;1;6033;6033;6001
2021-2;316;21733;207;207;1;207;207;2543
2021-3;39;21733;316;105;3;224;26;207
2021-3;5431;21744;15340;15340;1;15340;15340;15638
2021-7;17445;21750;7461;3730;2;6973;488;6169
2021-4;1363;21760;8401;1400;6;6223;146;86003
2021-5;25267;21760;1363;340;4;642;78;8401
2021-6;264;21760;25267;12633;2;25130;137;1363
2021-7;55170;21760;264;264;1;264;264;25267
2021-8;653;21760;55170;9195;6;36296;98;264
2021-2;2254;21765;1154;577;2;1126;28;4470
2021-4;721;21768;1788;596;3;887;36;2145
2021-4;1303;21779;1448;482;3;908;75;75
2021-6;17266;21785;79;79;1;79;79;11
2021-2;62;21805;3614;3614;1;3614;3614;4391
2021-2;3194;21810;9515;2378;4;6166;5;5748
2021-3;3177;21810;3194;3194;1;3194;3194;9515
2021-4;4716;21810;3177;3177;1;3177;3177;3194
2021-5;1564;21810;4716;1572;3;2961;369;3177
2021-6;92;21810;1564;782;2;920;644;4716
2021-7;169;21810;92;92;1;92;92;1564
2021-8;93;21810;169;42;4;93;9;92
2021-4;4477;21815;477;238;2;279;198;4163
2021-5;4036;21815;4477;4477;1;4477;4477;477
2021-2;4010;21818;4867;1622;3;1961;954;8112
2021-3;151;21818;4010;2005;2;2049;1961;4867
2021-4;836;21818;151;151;1;151;151;4010
2021-5;5457;21818;836;836;1;836;836;151
2021-7;34093;21818;5457;1364;4;3145;208;836
2021-3;3045;21824;7846;1961;4;5281;659;20270
2021-4;9509;21824;3045;3045;1;3045;3045;7846
2021-5;4829;21824;9509;3169;3;5641;760;3045
2021-2;10696;21825;19711;2190;9;5445;4;27854
2021-3;126;21825;10696;3565;3;10318;151;19711
2021-4;21060;21825;126;126;1;126;126;10696
2021-5;32226;21825;21060;2632;8;6490;46;126
2021-6;4707;21825;32226;5371;6;26844;77;21060
2021-7;10243;21825;4707;941;5;2574;165;32226
2021-8;227;21825;10243;1707;6;2840;45;4707
2021-3;27820;21652;4600;4600;1;4600;4600;44340
2021-6;4960;21652;27820;13910;2;15720;12100;4600
2021-7;22100;21652;4960;4960;1;4960;4960;27820
2021-3;309;21654;8992;4496;2;4500;4492;248
